# Extent Types ...
<ExtentType name="DataSeries: ExtentIndex">
  <field type="int64" name="offset" />
  <field type="variable32" name="extenttype" />
</ExtentType>

<ExtentType name="DataSeries: XmlType">
  <field type="variable32" name="xmltype" />
</ExtentType>

<ExtentType name="Test::Simple" namespace="ssd.hpl.hp.com" version="1.0">  <field type="double" name="a" />  <field type="double" name="b" />  <field type="double" name="c" />  <field type="variable32" name="d" />  <field type="variable32" name="e" /></ExtentType>
# Extent, type='Test::Simple'
a b c d e
11 10.5 115.5 11 10.5
11 11 121 11 11
11 11.5 126.5 11 11.5
11 12 132 11 12
11 12.5 137.5 11 12.5
11 13 143 11 13
11 13.5 148.5 11 13.5
11 14 154 11 14
11 14.5 159.5 11 14.5
11 15 165 11 15
11 15.5 170.5 11 15.5
11 16 176 11 16
11 16.5 181.5 11 16.5
11 17 187 11 17
11 17.5 192.5 11 17.5
11 18 198 11 18
11 18.5 203.5 11 18.5
11 19 209 11 19
11 19.5 214.5 11 19.5
11.5 0 0 11.5 0
11.5 0.5 5.75 11.5 0.5
11.5 1 11.5 11.5 1
11.5 1.5 17.25 11.5 1.5
11.5 2 23 11.5 2
11.5 2.5 28.75 11.5 2.5
11.5 3 34.5 11.5 3
11.5 3.5 40.25 11.5 3.5
11.5 4 46 11.5 4
11.5 4.5 51.75 11.5 4.5
11.5 5 57.5 11.5 5
11.5 5.5 63.25 11.5 5.5
11.5 6 69 11.5 6
11.5 6.5 74.75 11.5 6.5
11.5 7 80.5 11.5 7
11.5 7.5 86.25 11.5 7.5
11.5 8 92 11.5 8
11.5 8.5 97.75 11.5 8.5
11.5 9 103.5 11.5 9
11.5 9.5 109.25 11.5 9.5
11.5 10 115 11.5 10
11.5 10.5 120.75 11.5 10.5
11.5 11 126.5 11.5 11
11.5 11.5 132.25 11.5 11.5
11.5 12 138 11.5 12
11.5 12.5 143.75 11.5 12.5
11.5 13 149.5 11.5 13
11.5 13.5 155.25 11.5 13.5
11.5 14 161 11.5 14
11.5 14.5 166.75 11.5 14.5
11.5 15 172.5 11.5 15
11.5 15.5 178.25 11.5 15.5
11.5 16 184 11.5 16
11.5 16.5 189.75 11.5 16.5
11.5 17 195.5 11.5 17
11.5 17.5 201.25 11.5 17.5
11.5 18 207 11.5 18
11.5 18.5 212.75 11.5 18.5
11.5 19 218.5 11.5 19
11.5 19.5 224.25 11.5 19.5
12 0 0 12 0
12 0.5 6 12 0.5
12 1 12 12 1
12 1.5 18 12 1.5
12 2 24 12 2
12 2.5 30 12 2.5
12 3 36 12 3
12 3.5 42 12 3.5
12 4 48 12 4
12 4.5 54 12 4.5
12 5 60 12 5
12 5.5 66 12 5.5
12 6 72 12 6
12 6.5 78 12 6.5
12 7 84 12 7
12 7.5 90 12 7.5
12 8 96 12 8
12 8.5 102 12 8.5
12 9 108 12 9
12 9.5 114 12 9.5
12 10 120 12 10
12 10.5 126 12 10.5
12 11 132 12 11
12 11.5 138 12 11.5
12 12 144 12 12
12 12.5 150 12 12.5
12 13 156 12 13
12 13.5 162 12 13.5
12 14 168 12 14
12 14.5 174 12 14.5
12 15 180 12 15
12 15.5 186 12 15.5
12 16 192 12 16
12 16.5 198 12 16.5
12 17 204 12 17
12 17.5 210 12 17.5
12 18 216 12 18
12 18.5 222 12 18.5
12 19 228 12 19
12 19.5 234 12 19.5
12.5 0 0 12.5 0
12.5 0.5 6.25 12.5 0.5
12.5 1 12.5 12.5 1
12.5 1.5 18.75 12.5 1.5
12.5 2 25 12.5 2
12.5 2.5 31.25 12.5 2.5
12.5 3 37.5 12.5 3
12.5 3.5 43.75 12.5 3.5
12.5 4 50 12.5 4
12.5 4.5 56.25 12.5 4.5
12.5 5 62.5 12.5 5
12.5 5.5 68.75 12.5 5.5
12.5 6 75 12.5 6
12.5 6.5 81.25 12.5 6.5
12.5 7 87.5 12.5 7
12.5 7.5 93.75 12.5 7.5
12.5 8 100 12.5 8
12.5 8.5 106.25 12.5 8.5
12.5 9 112.5 12.5 9
12.5 9.5 118.75 12.5 9.5
12.5 10 125 12.5 10
12.5 10.5 131.25 12.5 10.5
12.5 11 137.5 12.5 11
# Extent, type='Test::Simple'
a b c d e
12.5 11.5 143.75 12.5 11.5
12.5 12 150 12.5 12
12.5 12.5 156.25 12.5 12.5
12.5 13 162.5 12.5 13
12.5 13.5 168.75 12.5 13.5
12.5 14 175 12.5 14
12.5 14.5 181.25 12.5 14.5
12.5 15 187.5 12.5 15
12.5 15.5 193.75 12.5 15.5
12.5 16 200 12.5 16
12.5 16.5 206.25 12.5 16.5
12.5 17 212.5 12.5 17
12.5 17.5 218.75 12.5 17.5
12.5 18 225 12.5 18
12.5 18.5 231.25 12.5 18.5
12.5 19 237.5 12.5 19
12.5 19.5 243.75 12.5 19.5
13 0 0 13 0
13 0.5 6.5 13 0.5
13 1 13 13 1
13 1.5 19.5 13 1.5
13 2 26 13 2
13 2.5 32.5 13 2.5
13 3 39 13 3
13 3.5 45.5 13 3.5
13 4 52 13 4
13 4.5 58.5 13 4.5
13 5 65 13 5
13 5.5 71.5 13 5.5
13 6 78 13 6
13 6.5 84.5 13 6.5
13 7 91 13 7
13 7.5 97.5 13 7.5
13 8 104 13 8
13 8.5 110.5 13 8.5
13 9 117 13 9
13 9.5 123.5 13 9.5
13 10 130 13 10
13 10.5 136.5 13 10.5
13 11 143 13 11
13 11.5 149.5 13 11.5
13 12 156 13 12
13 12.5 162.5 13 12.5
13 13 169 13 13
13 13.5 175.5 13 13.5
13 14 182 13 14
13 14.5 188.5 13 14.5
13 15 195 13 15
13 15.5 201.5 13 15.5
13 16 208 13 16
13 16.5 214.5 13 16.5
13 17 221 13 17
13 17.5 227.5 13 17.5
13 18 234 13 18
13 18.5 240.5 13 18.5
13 19 247 13 19
13 19.5 253.5 13 19.5
13.5 0 0 13.5 0
13.5 0.5 6.75 13.5 0.5
13.5 1 13.5 13.5 1
13.5 1.5 20.25 13.5 1.5
13.5 2 27 13.5 2
13.5 2.5 33.75 13.5 2.5
13.5 3 40.5 13.5 3
13.5 3.5 47.25 13.5 3.5
13.5 4 54 13.5 4
13.5 4.5 60.75 13.5 4.5
13.5 5 67.5 13.5 5
13.5 5.5 74.25 13.5 5.5
13.5 6 81 13.5 6
13.5 6.5 87.75 13.5 6.5
13.5 7 94.5 13.5 7
13.5 7.5 101.25 13.5 7.5
13.5 8 108 13.5 8
13.5 8.5 114.75 13.5 8.5
13.5 9 121.5 13.5 9
13.5 9.5 128.25 13.5 9.5
13.5 10 135 13.5 10
13.5 10.5 141.75 13.5 10.5
13.5 11 148.5 13.5 11
13.5 11.5 155.25 13.5 11.5
13.5 12 162 13.5 12
13.5 12.5 168.75 13.5 12.5
13.5 13 175.5 13.5 13
13.5 13.5 182.25 13.5 13.5
13.5 14 189 13.5 14
13.5 14.5 195.75 13.5 14.5
13.5 15 202.5 13.5 15
13.5 15.5 209.25 13.5 15.5
13.5 16 216 13.5 16
13.5 16.5 222.75 13.5 16.5
13.5 17 229.5 13.5 17
13.5 17.5 236.25 13.5 17.5
13.5 18 243 13.5 18
13.5 18.5 249.75 13.5 18.5
13.5 19 256.5 13.5 19
13.5 19.5 263.25 13.5 19.5
14 0 0 14 0
14 0.5 7 14 0.5
14 1 14 14 1
14 1.5 21 14 1.5
14 2 28 14 2
14 2.5 35 14 2.5
14 3 42 14 3
14 3.5 49 14 3.5
14 4 56 14 4
14 4.5 63 14 4.5
14 5 70 14 5
14 5.5 77 14 5.5
14 6 84 14 6
14 6.5 91 14 6.5
14 7 98 14 7
14 7.5 105 14 7.5
14 8 112 14 8
14 8.5 119 14 8.5
14 9 126 14 9
14 9.5 133 14 9.5
14 10 140 14 10
14 10.5 147 14 10.5
14 11 154 14 11
14 11.5 161 14 11.5
14 12 168 14 12
14 12.5 175 14 12.5
14 13 182 14 13
14 13.5 189 14 13.5
14 14 196 14 14
14 14.5 203 14 14.5
14 15 210 14 15
14 15.5 217 14 15.5
14 16 224 14 16
14 16.5 231 14 16.5
14 17 238 14 17
14 17.5 245 14 17.5
14 18 252 14 18
14 18.5 259 14 18.5
14 19 266 14 19
14 19.5 273 14 19.5
14.5 0 0 14.5 0
14.5 0.5 7.25 14.5 0.5
14.5 1 14.5 14.5 1
14.5 1.5 21.75 14.5 1.5
14.5 2 29 14.5 2
14.5 2.5 36.25 14.5 2.5
14.5 3 43.5 14.5 3
14.5 3.5 50.75 14.5 3.5
14.5 4 58 14.5 4
14.5 4.5 65.25 14.5 4.5
14.5 5 72.5 14.5 5
14.5 5.5 79.75 14.5 5.5
14.5 6 87 14.5 6
14.5 6.5 94.25 14.5 6.5
14.5 7 101.5 14.5 7
14.5 7.5 108.75 14.5 7.5
14.5 8 116 14.5 8
14.5 8.5 123.25 14.5 8.5
14.5 9 130.5 14.5 9
14.5 9.5 137.75 14.5 9.5
14.5 10 145 14.5 10
14.5 10.5 152.25 14.5 10.5
14.5 11 159.5 14.5 11
14.5 11.5 166.75 14.5 11.5
14.5 12 174 14.5 12
14.5 12.5 181.25 14.5 12.5
14.5 13 188.5 14.5 13
14.5 13.5 195.75 14.5 13.5
14.5 14 203 14.5 14
14.5 14.5 210.25 14.5 14.5
14.5 15 217.5 14.5 15
14.5 15.5 224.75 14.5 15.5
14.5 16 232 14.5 16
14.5 16.5 239.25 14.5 16.5
14.5 17 246.5 14.5 17
14.5 17.5 253.75 14.5 17.5
14.5 18 261 14.5 18
14.5 18.5 268.25 14.5 18.5
14.5 19 275.5 14.5 19
14.5 19.5 282.75 14.5 19.5
15 0 0 15 0
15 0.5 7.5 15 0.5
15 1 15 15 1
15 1.5 22.5 15 1.5
15 2 30 15 2
15 2.5 37.5 15 2.5
15 3 45 15 3
15 3.5 52.5 15 3.5
15 4 60 15 4
15 4.5 67.5 15 4.5
15 5 75 15 5
15 5.5 82.5 15 5.5
15 6 90 15 6
15 6.5 97.5 15 6.5
15 7 105 15 7
15 7.5 112.5 15 7.5
15 8 120 15 8
15 8.5 127.5 15 8.5
15 9 135 15 9
15 9.5 142.5 15 9.5
15 10 150 15 10
15 10.5 157.5 15 10.5
15 11 165 15 11
15 11.5 172.5 15 11.5
15 12 180 15 12
15 12.5 187.5 15 12.5
15 13 195 15 13
15 13.5 202.5 15 13.5
15 14 210 15 14
15 14.5 217.5 15 14.5
15 15 225 15 15
15 15.5 232.5 15 15.5
15 16 240 15 16
15 16.5 247.5 15 16.5
15 17 255 15 17
15 17.5 262.5 15 17.5
15 18 270 15 18
15 18.5 277.5 15 18.5
15 19 285 15 19
15 19.5 292.5 15 19.5
15.5 0 0 15.5 0
15.5 0.5 7.75 15.5 0.5
15.5 1 15.5 15.5 1
15.5 1.5 23.25 15.5 1.5
15.5 2 31 15.5 2
15.5 2.5 38.75 15.5 2.5
15.5 3 46.5 15.5 3
15.5 3.5 54.25 15.5 3.5
15.5 4 62 15.5 4
15.5 4.5 69.75 15.5 4.5
15.5 5 77.5 15.5 5
15.5 5.5 85.25 15.5 5.5
15.5 6 93 15.5 6
15.5 6.5 100.75 15.5 6.5
15.5 7 108.5 15.5 7
15.5 7.5 116.25 15.5 7.5
15.5 8 124 15.5 8
15.5 8.5 131.75 15.5 8.5
15.5 9 139.5 15.5 9
15.5 9.5 147.25 15.5 9.5
15.5 10 155 15.5 10
15.5 10.5 162.75 15.5 10.5
15.5 11 170.5 15.5 11
15.5 11.5 178.25 15.5 11.5
15.5 12 186 15.5 12
15.5 12.5 193.75 15.5 12.5
15.5 13 201.5 15.5 13
15.5 13.5 209.25 15.5 13.5
15.5 14 217 15.5 14
15.5 14.5 224.75 15.5 14.5
15.5 15 232.5 15.5 15
15.5 15.5 240.25 15.5 15.5
15.5 16 248 15.5 16
15.5 16.5 255.75 15.5 16.5
15.5 17 263.5 15.5 17
15.5 17.5 271.25 15.5 17.5
15.5 18 279 15.5 18
15.5 18.5 286.75 15.5 18.5
15.5 19 294.5 15.5 19
15.5 19.5 302.25 15.5 19.5
16 0 0 16 0
16 0.5 8 16 0.5
16 1 16 16 1
16 1.5 24 16 1.5
16 2 32 16 2
16 2.5 40 16 2.5
16 3 48 16 3
16 3.5 56 16 3.5
16 4 64 16 4
16 4.5 72 16 4.5
16 5 80 16 5
16 5.5 88 16 5.5
16 6 96 16 6
16 6.5 104 16 6.5
16 7 112 16 7
16 7.5 120 16 7.5
16 8 128 16 8
16 8.5 136 16 8.5
16 9 144 16 9
16 9.5 152 16 9.5
16 10 160 16 10
16 10.5 168 16 10.5
16 11 176 16 11
16 11.5 184 16 11.5
16 12 192 16 12
16 12.5 200 16 12.5
16 13 208 16 13
16 13.5 216 16 13.5
16 14 224 16 14
16 14.5 232 16 14.5
16 15 240 16 15
16 15.5 248 16 15.5
16 16 256 16 16
16 16.5 264 16 16.5
16 17 272 16 17
16 17.5 280 16 17.5
16 18 288 16 18
16 18.5 296 16 18.5
16 19 304 16 19
16 19.5 312 16 19.5
16.5 0 0 16.5 0
16.5 0.5 8.25 16.5 0.5
16.5 1 16.5 16.5 1
16.5 1.5 24.75 16.5 1.5
16.5 2 33 16.5 2
16.5 2.5 41.25 16.5 2.5
16.5 3 49.5 16.5 3
16.5 3.5 57.75 16.5 3.5
16.5 4 66 16.5 4
16.5 4.5 74.25 16.5 4.5
16.5 5 82.5 16.5 5
16.5 5.5 90.75 16.5 5.5
16.5 6 99 16.5 6
16.5 6.5 107.25 16.5 6.5
16.5 7 115.5 16.5 7
16.5 7.5 123.75 16.5 7.5
16.5 8 132 16.5 8
16.5 8.5 140.25 16.5 8.5
16.5 9 148.5 16.5 9
16.5 9.5 156.75 16.5 9.5
16.5 10 165 16.5 10
16.5 10.5 173.25 16.5 10.5
16.5 11 181.5 16.5 11
16.5 11.5 189.75 16.5 11.5
16.5 12 198 16.5 12
16.5 12.5 206.25 16.5 12.5
16.5 13 214.5 16.5 13
16.5 13.5 222.75 16.5 13.5
16.5 14 231 16.5 14
16.5 14.5 239.25 16.5 14.5
16.5 15 247.5 16.5 15
16.5 15.5 255.75 16.5 15.5
16.5 16 264 16.5 16
16.5 16.5 272.25 16.5 16.5
16.5 17 280.5 16.5 17
16.5 17.5 288.75 16.5 17.5
16.5 18 297 16.5 18
16.5 18.5 305.25 16.5 18.5
16.5 19 313.5 16.5 19
16.5 19.5 321.75 16.5 19.5
17 0 0 17 0
17 0.5 8.5 17 0.5
17 1 17 17 1
17 1.5 25.5 17 1.5
# Extent, type='Test::Simple'
a b c d e
17 2 34 17 2
17 2.5 42.5 17 2.5
17 3 51 17 3
17 3.5 59.5 17 3.5
17 4 68 17 4
17 4.5 76.5 17 4.5
17 5 85 17 5
17 5.5 93.5 17 5.5
17 6 102 17 6
17 6.5 110.5 17 6.5
17 7 119 17 7
17 7.5 127.5 17 7.5
17 8 136 17 8
17 8.5 144.5 17 8.5
17 9 153 17 9
17 9.5 161.5 17 9.5
17 10 170 17 10
17 10.5 178.5 17 10.5
17 11 187 17 11
17 11.5 195.5 17 11.5
17 12 204 17 12
17 12.5 212.5 17 12.5
17 13 221 17 13
17 13.5 229.5 17 13.5
17 14 238 17 14
17 14.5 246.5 17 14.5
17 15 255 17 15
17 15.5 263.5 17 15.5
17 16 272 17 16
17 16.5 280.5 17 16.5
17 17 289 17 17
17 17.5 297.5 17 17.5
17 18 306 17 18
17 18.5 314.5 17 18.5
17 19 323 17 19
17 19.5 331.5 17 19.5
17.5 0 0 17.5 0
17.5 0.5 8.75 17.5 0.5
17.5 1 17.5 17.5 1
17.5 1.5 26.25 17.5 1.5
17.5 2 35 17.5 2
17.5 2.5 43.75 17.5 2.5
17.5 3 52.5 17.5 3
17.5 3.5 61.25 17.5 3.5
17.5 4 70 17.5 4
17.5 4.5 78.75 17.5 4.5
17.5 5 87.5 17.5 5
17.5 5.5 96.25 17.5 5.5
17.5 6 105 17.5 6
17.5 6.5 113.75 17.5 6.5
17.5 7 122.5 17.5 7
17.5 7.5 131.25 17.5 7.5
17.5 8 140 17.5 8
17.5 8.5 148.75 17.5 8.5
17.5 9 157.5 17.5 9
17.5 9.5 166.25 17.5 9.5
17.5 10 175 17.5 10
17.5 10.5 183.75 17.5 10.5
17.5 11 192.5 17.5 11
17.5 11.5 201.25 17.5 11.5
17.5 12 210 17.5 12
17.5 12.5 218.75 17.5 12.5
17.5 13 227.5 17.5 13
17.5 13.5 236.25 17.5 13.5
17.5 14 245 17.5 14
17.5 14.5 253.75 17.5 14.5
17.5 15 262.5 17.5 15
17.5 15.5 271.25 17.5 15.5
17.5 16 280 17.5 16
17.5 16.5 288.75 17.5 16.5
17.5 17 297.5 17.5 17
17.5 17.5 306.25 17.5 17.5
17.5 18 315 17.5 18
17.5 18.5 323.75 17.5 18.5
17.5 19 332.5 17.5 19
17.5 19.5 341.25 17.5 19.5
18 0 0 18 0
18 0.5 9 18 0.5
18 1 18 18 1
18 1.5 27 18 1.5
18 2 36 18 2
18 2.5 45 18 2.5
18 3 54 18 3
18 3.5 63 18 3.5
18 4 72 18 4
18 4.5 81 18 4.5
18 5 90 18 5
18 5.5 99 18 5.5
18 6 108 18 6
18 6.5 117 18 6.5
18 7 126 18 7
18 7.5 135 18 7.5
18 8 144 18 8
18 8.5 153 18 8.5
18 9 162 18 9
18 9.5 171 18 9.5
18 10 180 18 10
18 10.5 189 18 10.5
18 11 198 18 11
18 11.5 207 18 11.5
18 12 216 18 12
18 12.5 225 18 12.5
18 13 234 18 13
18 13.5 243 18 13.5
18 14 252 18 14
18 14.5 261 18 14.5
18 15 270 18 15
18 15.5 279 18 15.5
18 16 288 18 16
18 16.5 297 18 16.5
18 17 306 18 17
18 17.5 315 18 17.5
18 18 324 18 18
18 18.5 333 18 18.5
18 19 342 18 19
18 19.5 351 18 19.5
18.5 0 0 18.5 0
18.5 0.5 9.25 18.5 0.5
18.5 1 18.5 18.5 1
18.5 1.5 27.75 18.5 1.5
18.5 2 37 18.5 2
18.5 2.5 46.25 18.5 2.5
18.5 3 55.5 18.5 3
18.5 3.5 64.75 18.5 3.5
18.5 4 74 18.5 4
18.5 4.5 83.25 18.5 4.5
18.5 5 92.5 18.5 5
18.5 5.5 101.75 18.5 5.5
18.5 6 111 18.5 6
18.5 6.5 120.25 18.5 6.5
18.5 7 129.5 18.5 7
18.5 7.5 138.75 18.5 7.5
18.5 8 148 18.5 8
18.5 8.5 157.25 18.5 8.5
18.5 9 166.5 18.5 9
18.5 9.5 175.75 18.5 9.5
18.5 10 185 18.5 10
18.5 10.5 194.25 18.5 10.5
18.5 11 203.5 18.5 11
18.5 11.5 212.75 18.5 11.5
18.5 12 222 18.5 12
18.5 12.5 231.25 18.5 12.5
18.5 13 240.5 18.5 13
18.5 13.5 249.75 18.5 13.5
18.5 14 259 18.5 14
18.5 14.5 268.25 18.5 14.5
18.5 15 277.5 18.5 15
18.5 15.5 286.75 18.5 15.5
18.5 16 296 18.5 16
18.5 16.5 305.25 18.5 16.5
18.5 17 314.5 18.5 17
18.5 17.5 323.75 18.5 17.5
18.5 18 333 18.5 18
18.5 18.5 342.25 18.5 18.5
18.5 19 351.5 18.5 19
18.5 19.5 360.75 18.5 19.5
19 0 0 19 0
19 0.5 9.5 19 0.5
19 1 19 19 1
19 1.5 28.5 19 1.5
19 2 38 19 2
19 2.5 47.5 19 2.5
19 3 57 19 3
19 3.5 66.5 19 3.5
19 4 76 19 4
19 4.5 85.5 19 4.5
19 5 95 19 5
19 5.5 104.5 19 5.5
19 6 114 19 6
19 6.5 123.5 19 6.5
19 7 133 19 7
19 7.5 142.5 19 7.5
19 8 152 19 8
19 8.5 161.5 19 8.5
19 9 171 19 9
19 9.5 180.5 19 9.5
19 10 190 19 10
19 10.5 199.5 19 10.5
19 11 209 19 11
19 11.5 218.5 19 11.5
19 12 228 19 12
19 12.5 237.5 19 12.5
19 13 247 19 13
19 13.5 256.5 19 13.5
19 14 266 19 14
19 14.5 275.5 19 14.5
19 15 285 19 15
19 15.5 294.5 19 15.5
19 16 304 19 16
19 16.5 313.5 19 16.5
19 17 323 19 17
19 17.5 332.5 19 17.5
19 18 342 19 18
19 18.5 351.5 19 18.5
19 19 361 19 19
19 19.5 370.5 19 19.5
19.5 0 0 19.5 0
19.5 0.5 9.75 19.5 0.5
19.5 1 19.5 19.5 1
19.5 1.5 29.25 19.5 1.5
19.5 2 39 19.5 2
19.5 2.5 48.75 19.5 2.5
19.5 3 58.5 19.5 3
19.5 3.5 68.25 19.5 3.5
19.5 4 78 19.5 4
19.5 4.5 87.75 19.5 4.5
19.5 5 97.5 19.5 5
19.5 5.5 107.25 19.5 5.5
19.5 6 117 19.5 6
19.5 6.5 126.75 19.5 6.5
19.5 7 136.5 19.5 7
19.5 7.5 146.25 19.5 7.5
19.5 8 156 19.5 8
19.5 8.5 165.75 19.5 8.5
19.5 9 175.5 19.5 9
19.5 9.5 185.25 19.5 9.5
19.5 10 195 19.5 10
19.5 10.5 204.75 19.5 10.5
19.5 11 214.5 19.5 11
19.5 11.5 224.25 19.5 11.5
19.5 12 234 19.5 12
19.5 12.5 243.75 19.5 12.5
19.5 13 253.5 19.5 13
19.5 13.5 263.25 19.5 13.5
19.5 14 273 19.5 14
19.5 14.5 282.75 19.5 14.5
19.5 15 292.5 19.5 15
19.5 15.5 302.25 19.5 15.5
19.5 16 312 19.5 16
19.5 16.5 321.75 19.5 16.5
19.5 17 331.5 19.5 17
19.5 17.5 341.25 19.5 17.5
19.5 18 351 19.5 18
19.5 18.5 360.75 19.5 18.5
19.5 19 370.5 19.5 19
19.5 19.5 380.25 19.5 19.5
expr: a != b start
0 0.5 0 0 0.5
0 1 0 0 1
0 1.5 0 0 1.5
0 2 0 0 2
0 2.5 0 0 2.5
0 3 0 0 3
0 3.5 0 0 3.5
0 4 0 0 4
0 4.5 0 0 4.5
0 5 0 0 5
0 5.5 0 0 5.5
0 6 0 0 6
0 6.5 0 0 6.5
0 7 0 0 7
0 7.5 0 0 7.5
0 8 0 0 8
0 8.5 0 0 8.5
0 9 0 0 9
0 9.5 0 0 9.5
0 10 0 0 10
0 10.5 0 0 10.5
0 11 0 0 11
0 11.5 0 0 11.5
0 12 0 0 12
0 12.5 0 0 12.5
0 13 0 0 13
0 13.5 0 0 13.5
0 14 0 0 14
0 14.5 0 0 14.5
0 15 0 0 15
0 15.5 0 0 15.5
0 16 0 0 16
0 16.5 0 0 16.5
0 17 0 0 17
0 17.5 0 0 17.5
0 18 0 0 18
0 18.5 0 0 18.5
0 19 0 0 19
0 19.5 0 0 19.5
0.5 0 0 0.5 0
0.5 1 0.5 0.5 1
0.5 1.5 0.75 0.5 1.5
0.5 2 1 0.5 2
0.5 2.5 1.25 0.5 2.5
0.5 3 1.5 0.5 3
0.5 3.5 1.75 0.5 3.5
0.5 4 2 0.5 4
0.5 4.5 2.25 0.5 4.5
0.5 5 2.5 0.5 5
0.5 5.5 2.75 0.5 5.5
0.5 6 3 0.5 6
0.5 6.5 3.25 0.5 6.5
0.5 7 3.5 0.5 7
0.5 7.5 3.75 0.5 7.5
0.5 8 4 0.5 8
0.5 8.5 4.25 0.5 8.5
0.5 9 4.5 0.5 9
0.5 9.5 4.75 0.5 9.5
0.5 10 5 0.5 10
0.5 10.5 5.25 0.5 10.5
0.5 11 5.5 0.5 11
0.5 11.5 5.75 0.5 11.5
0.5 12 6 0.5 12
0.5 12.5 6.25 0.5 12.5
0.5 13 6.5 0.5 13
0.5 13.5 6.75 0.5 13.5
0.5 14 7 0.5 14
0.5 14.5 7.25 0.5 14.5
0.5 15 7.5 0.5 15
0.5 15.5 7.75 0.5 15.5
0.5 16 8 0.5 16
0.5 16.5 8.25 0.5 16.5
0.5 17 8.5 0.5 17
0.5 17.5 8.75 0.5 17.5
0.5 18 9 0.5 18
0.5 18.5 9.25 0.5 18.5
0.5 19 9.5 0.5 19
0.5 19.5 9.75 0.5 19.5
1 0 0 1 0
1 0.5 0.5 1 0.5
1 1.5 1.5 1 1.5
1 2 2 1 2
1 2.5 2.5 1 2.5
1 3 3 1 3
1 3.5 3.5 1 3.5
1 4 4 1 4
1 4.5 4.5 1 4.5
1 5 5 1 5
1 5.5 5.5 1 5.5
1 6 6 1 6
1 6.5 6.5 1 6.5
1 7 7 1 7
1 7.5 7.5 1 7.5
1 8 8 1 8
1 8.5 8.5 1 8.5
1 9 9 1 9
1 9.5 9.5 1 9.5
1 10 10 1 10
1 10.5 10.5 1 10.5
1 11 11 1 11
1 11.5 11.5 1 11.5
1 12 12 1 12
1 12.5 12.5 1 12.5
1 13 13 1 13
1 13.5 13.5 1 13.5
1 14 14 1 14
1 14.5 14.5 1 14.5
1 15 15 1 15
1 15.5 15.5 1 15.5
1 16 16 1 16
1 16.5 16.5 1 16.5
1 17 17 1 17
1 17.5 17.5 1 17.5
1 18 18 1 18
1 18.5 18.5 1 18.5
1 19 19 1 19
1 19.5 19.5 1 19.5
1.5 0 0 1.5 0
1.5 0.5 0.75 1.5 0.5
1.5 1 1.5 1.5 1
1.5 2 3 1.5 2
1.5 2.5 3.75 1.5 2.5
1.5 3 4.5 1.5 3
1.5 3.5 5.25 1.5 3.5
1.5 4 6 1.5 4
1.5 4.5 6.75 1.5 4.5
1.5 5 7.5 1.5 5
1.5 5.5 8.25 1.5 5.5
1.5 6 9 1.5 6
1.5 6.5 9.75 1.5 6.5
1.5 7 10.5 1.5 7
1.5 7.5 11.25 1.5 7.5
1.5 8 12 1.5 8
1.5 8.5 12.75 1.5 8.5
1.5 9 13.5 1.5 9
1.5 9.5 14.25 1.5 9.5
1.5 10 15 1.5 10
1.5 10.5 15.75 1.5 10.5
1.5 11 16.5 1.5 11
1.5 11.5 17.25 1.5 11.5
1.5 12 18 1.5 12
1.5 12.5 18.75 1.5 12.5
1.5 13 19.5 1.5 13
1.5 13.5 20.25 1.5 13.5
1.5 14 21 1.5 14
1.5 14.5 21.75 1.5 14.5
1.5 15 22.5 1.5 15
1.5 15.5 23.25 1.5 15.5
1.5 16 24 1.5 16
1.5 16.5 24.75 1.5 16.5
1.5 17 25.5 1.5 17
1.5 17.5 26.25 1.5 17.5
1.5 18 27 1.5 18
1.5 18.5 27.75 1.5 18.5
1.5 19 28.5 1.5 19
1.5 19.5 29.25 1.5 19.5
2 0 0 2 0
2 0.5 1 2 0.5
2 1 2 2 1
2 1.5 3 2 1.5
2 2.5 5 2 2.5
2 3 6 2 3
2 3.5 7 2 3.5
2 4 8 2 4
2 4.5 9 2 4.5
2 5 10 2 5
2 5.5 11 2 5.5
2 6 12 2 6
2 6.5 13 2 6.5
2 7 14 2 7
2 7.5 15 2 7.5
2 8 16 2 8
2 8.5 17 2 8.5
2 9 18 2 9
2 9.5 19 2 9.5
2 10 20 2 10
2 10.5 21 2 10.5
2 11 22 2 11
2 11.5 23 2 11.5
2 12 24 2 12
2 12.5 25 2 12.5
2 13 26 2 13
2 13.5 27 2 13.5
2 14 28 2 14
2 14.5 29 2 14.5
2 15 30 2 15
2 15.5 31 2 15.5
2 16 32 2 16
2 16.5 33 2 16.5
2 17 34 2 17
2 17.5 35 2 17.5
2 18 36 2 18
2 18.5 37 2 18.5
2 19 38 2 19
2 19.5 39 2 19.5
2.5 0 0 2.5 0
2.5 0.5 1.25 2.5 0.5
2.5 1 2.5 2.5 1
2.5 1.5 3.75 2.5 1.5
2.5 2 5 2.5 2
2.5 3 7.5 2.5 3
2.5 3.5 8.75 2.5 3.5
2.5 4 10 2.5 4
2.5 4.5 11.25 2.5 4.5
2.5 5 12.5 2.5 5
2.5 5.5 13.75 2.5 5.5
2.5 6 15 2.5 6
2.5 6.5 16.25 2.5 6.5
2.5 7 17.5 2.5 7
2.5 7.5 18.75 2.5 7.5
2.5 8 20 2.5 8
2.5 8.5 21.25 2.5 8.5
2.5 9 22.5 2.5 9
2.5 9.5 23.75 2.5 9.5
